-6.283 	 -0.000
-6.273 	 0.002
-6.263 	 0.011
-6.253 	 0.029
-6.243 	 0.048
-6.233 	 0.059
-6.223 	 0.062
-6.213 	 0.063
-6.203 	 0.070
-6.193 	 0.086
-6.183 	 0.106
-6.173 	 0.120
-6.163 	 0.125
-6.153 	 0.125
-6.143 	 0.130
-6.133 	 0.144
-6.123 	 0.164
-6.113 	 0.180
-6.103 	 0.187
-6.093 	 0.188
-6.083 	 0.191
-6.073 	 0.202
-6.063 	 0.221
-6.053 	 0.239
-6.043 	 0.248
-6.033 	 0.250
-6.023 	 0.252
-6.013 	 0.261
-6.003 	 0.279
-5.993 	 0.298
-5.983 	 0.310
-5.973 	 0.313
-5.963 	 0.313
-5.953 	 0.320
-5.943 	 0.336
-5.933 	 0.356
-5.923 	 0.370
-5.913 	 0.375
-5.903 	 0.375
-5.893 	 0.380
-5.883 	 0.394
-5.873 	 0.414
-5.863 	 0.430
-5.853 	 0.437
-5.843 	 0.438
-5.833 	 0.440
-5.823 	 0.452
-5.813 	 0.471
-5.803 	 0.489
-5.793 	 0.499
-5.783 	 0.500
-5.773 	 0.501
-5.763 	 0.511
-5.753 	 0.529
-5.743 	 0.548
-5.733 	 0.560
-5.723 	 0.563
-5.713 	 0.563
-5.703 	 0.570
-5.693 	 0.586
-5.683 	 0.606
-5.673 	 0.620
-5.663 	 0.625
-5.653 	 0.625
-5.643 	 0.630
-5.633 	 0.644
-5.623 	 0.664
-5.613 	 0.680
-5.603 	 0.687
-5.593 	 0.688
-5.583 	 0.690
-5.573 	 0.702
-5.563 	 0.721
-5.553 	 0.740
-5.543 	 0.749
-5.533 	 0.750
-5.523 	 0.751
-5.513 	 0.760
-5.503 	 0.778
-5.493 	 0.798
-5.483 	 0.810
-5.473 	 0.813
-5.463 	 0.813
-5.453 	 0.819
-5.443 	 0.836
-5.433 	 0.856
-5.423 	 0.871
-5.413 	 0.876
-5.403 	 0.875
-5.393 	 0.879
-5.383 	 0.893
-5.373 	 0.914
-5.363 	 0.931
-5.353 	 0.938
-5.343 	 0.938
-5.333 	 0.939
-5.323 	 0.951
-5.313 	 0.971
-5.303 	 0.990
-5.293 	 1.000
-5.283 	 1.000
-5.273 	 1.001
-5.263 	 1.010
-5.253 	 1.028
-5.243 	 1.049
-5.233 	 1.061
-5.223 	 1.063
-5.213 	 1.062
-5.203 	 1.069
-5.193 	 1.085
-5.183 	 1.107
-5.173 	 1.122
-5.163 	 1.126
-5.153 	 1.125
-5.143 	 1.128
-5.133 	 1.143
-5.123 	 1.164
-5.113 	 1.182
-5.103 	 1.188
-5.093 	 1.187
-5.083 	 1.189
-5.073 	 1.200
-5.063 	 1.221
-5.053 	 1.241
-5.043 	 1.251
-5.033 	 1.250
-5.023 	 1.250
-5.013 	 1.259
-5.003 	 1.278
-4.993 	 1.299
-4.983 	 1.312
-4.973 	 1.314
-4.963 	 1.312
-4.953 	 1.318
-4.943 	 1.335
-4.933 	 1.357
-4.923 	 1.373
-4.913 	 1.377
-4.903 	 1.374
-4.893 	 1.377
-4.883 	 1.392
-4.873 	 1.414
-4.863 	 1.433
-4.853 	 1.439
-4.843 	 1.437
-4.833 	 1.438
-4.823 	 1.449
-4.813 	 1.471
-4.803 	 1.492
-4.793 	 1.502
-4.783 	 1.501
-4.773 	 1.499
-4.763 	 1.507
-4.753 	 1.528
-4.743 	 1.550
-4.733 	 1.563
-4.723 	 1.564
-4.713 	 1.561
-4.703 	 1.566
-4.693 	 1.584
